F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-GuiPackage,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-JTree,F2-InputStream,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-ExecutorService,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-java.io.PrintWriter,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F6-org.apache.jmeter.gui.ReportGuiPackage,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getMailerModel,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-getSelectedFile,F1-debug,F1-get,F1-setSelected,F1-exit,F1-getKey,F1-toString,F1-length,F1-setText,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-Map<String PreparedStatement>,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-TreePath,F4-void,F4-List,F4-StringBuilder,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
7655,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RenderAsText.java,1127,true,0,3,6066,1,4,677,1,99,0.5319148936170213,20,20,1.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,STYLE,0.19732441471571907,RI_REDUNDANT_INTERFACES,20,3,0,0.12789115646258503,0.0013605442176870747,0.0,0.0,0.8813559322033898,0.004979412046346836,0.5025906735751295,0.35183188315354696,0.7627118644067796,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,-1.0,2,2897,1127,7655,168,6.25E-4,0,22,146,190,0.01220126863611816,34,0,0,34,0,34,1,0.026134096244131457,1,9972,0,7670,1095,1,18737,2302,0.08921040001638972,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4850,14044,5,4762,open
7655,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RenderAsXML.java,1127,true,0,6,6066,4,9,677,1,99,0.2,147,53,0.36054421768707484,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,STYLE,0.19732441471571907,RI_REDUNDANT_INTERFACES,20,3,0,0.12789115646258503,0.0013605442176870747,0.0,0.0,0.8813559322033898,0.004979412046346836,0.5025906735751295,0.35183188315354696,0.7627118644067796,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,1.0,6,2897,1127,7655,168,6.203473945409429E-4,0,22,146,190,0.01220126863611816,172,1,0,173,0,171,1,0.17111031385922557,1,9972,0,7670,1095,1,18737,2302,0.08921040001638972,93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4850,14044,5,4762,open
7205,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RequestPanel.java,812,true,35,4,6066,1,0,677,7,99,0.6,63,42,0.6666666666666666,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,STYLE,0.0802675585284281,REC_CATCH_EXCEPTION,20,3,1,0.12789115646258503,0.0013605442176870747,0.0013605442176870747,-1.0,0.3958333333333333,0.011388062169312171,0.5025906735751295,0.35183188315354696,-0.20833333333333334,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,-1.0,2,2447,812,7205,168,0.0,0,22,146,190,0.01220126863611816,92,4,0,96,0,88,0,0.39101387188902487,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,314,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5071,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,137,true,3,31,6066,1,8,677,1,99,0.44881889763779526,231,87,0.37662337662337664,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,MALICIOUS_CODE,0.01839464882943144,EI_EXPOSE_REP,18,2,1,0.12789115646258503,0.006802721088435374,0.0013605442176870747,-1.0,0.36363636363636365,0.046280991735537194,0.35135135135135137,0.16536819108334216,-0.2727272727272727,0.005016722408026756,0.016722408026755852,0.16536819108334216,-0.06382978723404255,-1.0,4,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,300,15,1,316,0,285,0,0.24093386792335503,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5055,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,137,true,3,31,6066,1,8,677,1,99,0.4671916010498688,231,87,0.37662337662337664,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,MALICIOUS_CODE,0.03177257525083612,EI_EXPOSE_REP2,18,2,1,0.12789115646258503,0.006802721088435374,0.0013605442176870747,-1.0,0.10526315789473684,0.018836565096952907,0.35135135135135137,0.16536819108334216,-0.7894736842105263,0.005016722408026756,0.016722408026755852,0.16536819108334216,-0.06382978723404255,-1.0,4,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,300,15,1,316,0,285,0,0.24093386792335503,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5055,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,137,true,3,31,6066,1,8,677,1,99,0.30971128608923887,231,87,0.37662337662337664,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,MALICIOUS_CODE,0.03177257525083612,EI_EXPOSE_REP2,18,2,1,0.12789115646258503,0.006802721088435374,0.0013605442176870747,-1.0,0.10526315789473684,0.018836565096952907,0.35135135135135137,0.16536819108334216,-0.7894736842105263,0.005016722408026756,0.016722408026755852,0.16536819108334216,-0.06382978723404255,-1.0,4,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,300,15,1,316,0,285,0,0.24093386792335503,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5055,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,137,true,3,31,6066,1,8,677,1,99,0.37270341207349084,231,87,0.37662337662337664,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,MALICIOUS_CODE,0.03177257525083612,EI_EXPOSE_REP2,18,2,1,0.12789115646258503,0.006802721088435374,0.0013605442176870747,-1.0,0.10526315789473684,0.018836565096952907,0.35135135135135137,0.16536819108334216,-0.7894736842105263,0.005016722408026756,0.016722408026755852,0.16536819108334216,-0.06382978723404255,-1.0,4,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,300,15,1,316,0,285,0,0.24093386792335503,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5055,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,137,true,3,31,6066,1,8,677,1,99,0.35170603674540685,231,87,0.37662337662337664,0.6666666666666666,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,MALICIOUS_CODE,0.03177257525083612,EI_EXPOSE_REP2,18,2,1,0.12789115646258503,0.006802721088435374,0.0013605442176870747,-1.0,0.10526315789473684,0.018836565096952907,0.35135135135135137,0.16536819108334216,-0.7894736842105263,0.005016722408026756,0.016722408026755852,0.16536819108334216,-0.06382978723404255,-1.0,4,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,300,15,1,316,0,285,0,0.24093386792335503,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,298,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5055,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphVisualizer.java,137,true,0,23,6066,3,8,677,1,99,0.0968586387434555,572,82,0.14335664335664336,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,5,STYLE,0.19732441471571907,RI_REDUNDANT_INTERFACES,20,3,0,0.12789115646258503,0.006802721088435374,0.0,0.0,0.8813559322033898,0.004979412046346836,0.5025906735751295,0.35183188315354696,0.7627118644067796,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,-0.6,15,654,137,5412,168,0.3125,0,22,146,190,0.01220126863611816,77,58,53,188,15,19,15,0.2046397079935496,30,9972,0,7670,1095,0,18737,2302,0.08921040001638972,31,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4788,14044,5,4762,open
5022,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphDataBean.java,109,true,0,7,6066,1,4,677,1,99,0.4235294117647059,30,41,1.3666666666666667,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,BAD_PRACTICE,0.023411371237458192,SE_BAD_FIELD,16,2,0,0.12789115646258503,0.0,0.0,0.0,0.5,0.03125,0.5689655172413793,0.0837600739859955,0.35714285714285715,0.04180602006688963,0.026755852842809364,0.0837600739859955,-0.06382978723404255,0.0,0,264,109,5022,168,0.0,0,22,146,190,0.01220126863611816,67,0,0,67,0,67,0,0.7204301075268817,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5022,14044,5,4762,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphLineBean.java,137,true,0,5,6066,1,4,677,1,99,0.5223880597014925,23,34,1.4782608695652173,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,BAD_PRACTICE,0.023411371237458192,SE_BAD_FIELD,16,2,0,0.12789115646258503,0.0,0.0,0.0,0.5,0.03125,0.5689655172413793,0.0837600739859955,0.35714285714285715,0.04180602006688963,0.026755852842809364,0.0837600739859955,-0.06382978723404255,0.0,0,654,137,5412,168,0.0,0,22,146,190,0.01220126863611816,52,0,0,52,0,52,0,0.03125,0,9972,0,7670,1095,0,18737,2302,0.08921040001638972,655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5412,14044,5,4762,open
7655,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/SamplerResultTab.java,1127,true,97,15,6066,2,0,677,9,99,0.5117540687160941,383,72,0.18798955613577023,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,STYLE,0.0016722408026755853,DLS_DEAD_LOCAL_STORE_OF_NULL,20,3,1,0.12789115646258503,0.005442176870748299,0.0013605442176870747,1.0,1.0,0.0,0.5025906735751295,0.35183188315354696,1.0,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,-0.5,13,2897,1127,7655,168,0.0045045045045045045,0,22,146,190,0.01220126863611816,37,27,0,64,0,10,8,0.10198166721023204,8,9972,0,7670,1095,8,18737,2302,0.08921040001638972,93,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4850,14044,5,4762,close
7655,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/SamplerResultTab.java,1127,true,5,15,6066,2,0,677,1,99,0.3707052441229656,383,72,0.18798955613577023,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.12789115646258503,0.005442176870748299,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.06382978723404255,-0.5,13,2897,1127,7655,168,0.0045045045045045045,0,22,146,190,0.01220126863611816,37,27,0,64,0,10,8,0.10198166721023204,8,9972,0,7670,1095,8,18737,2302,0.08921040001638972,93,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4850,14044,5,4762,open
