F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-String,F3-long,F3-int,F3-String[],F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F1-delete,F1-NA,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-Set,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-NA,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-size,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
4422,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/ArchiveResource.java,2639,true,0,21,2781,1,0,413,1,64,0.11945392491467577,155,113,0.7290322580645161,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.03241491085899514,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,-0.8,-1.0,10,3709,2639,4422,0,0.0,0,0,0,0,0.0,240,7,1,248,0,233,0,0.08627914408757463,0,4059,0,888,130,0,5077,3171,0.11994827691160398,15,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,727,13497,15,727,open
2006,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/Archives.java,1494,true,0,10,2781,1,6,413,1,64,0.21578947368421053,110,66,0.6,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,STYLE,0.014790468364831553,RI_REDUNDANT_INTERFACES,20,3,0,0.03241491085899514,8.103727714748784E-4,0.0,0.0,0.5,0.008620689655172414,0.1912568306010929,0.32134206603592236,0.0,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8,1.0,5,1293,1494,2006,0,0.0,0,0,0,0,0.0,43,33,1,77,0,10,0,0.19956328960979156,0,4059,0,888,130,0,5077,3171,0.11994827691160398,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,727,13497,15,727,close
4713,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,2779,true,0,16,2781,1,6,413,1,64,0.14925373134328357,157,91,0.5796178343949044,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,1,STYLE,0.014790468364831553,RI_REDUNDANT_INTERFACES,20,3,0,0.03241491085899514,8.103727714748784E-4,0.0,0.0,0.5,0.008620689655172414,0.1912568306010929,0.32134206603592236,0.0,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8,-1.0,17,4000,2779,4713,0,0.0,0,0,0,0,0.0,61,28,0,89,0,33,0,0.11683829306675435,0,4059,0,888,130,0,5077,3171,0.11994827691160398,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,727,13497,15,727,open
2031,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/FileResource.java,1505,true,0,27,2781,1,0,413,1,64,0.1096938775510204,216,144,0.6666666666666666,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.03241491085899514,0.0024311183144246355,8.103727714748784E-4,-1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,-0.8,-1.0,20,4000,2779,4713,0,0.0,0,0,0,0,0.0,337,27,1,365,0,310,0,0.13278632464801907,0,4059,0,888,130,0,5077,3171,0.11994827691160398,23,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,735,13497,15,727,open
2031,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/FileResource.java,1505,true,15,27,2781,1,16,413,5,64,0.6403061224489796,216,144,0.6666666666666666,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,BAD_PRACTICE,0.06491372226787182,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.03241491085899514,0.0024311183144246355,0.0016207455429497568,-1.0,0.06329113924050633,0.002371414837365807,0.2589641434262948,0.31733725633408433,-0.8734177215189873,0.0024650780608052587,0.05094494658997535,0.31733725633408433,-0.8,-1.0,20,4000,2779,4713,0,0.0,0,0,0,0,0.0,337,27,1,365,0,310,0,0.13278632464801907,0,4059,0,888,130,0,5077,3171,0.11994827691160398,23,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,735,13497,15,727,open
2031,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/FileResource.java,1505,true,15,27,2781,1,16,413,5,64,0.6530612244897959,216,144,0.6666666666666666,0.7333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,BAD_PRACTICE,0.06491372226787182,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.03241491085899514,0.0024311183144246355,0.0016207455429497568,-1.0,0.06329113924050633,0.002371414837365807,0.2589641434262948,0.31733725633408433,-0.8734177215189873,0.0024650780608052587,0.05094494658997535,0.31733725633408433,-0.8,-1.0,20,4000,2779,4713,0,0.0,0,0,0,0,0.0,337,27,1,365,0,310,0,0.13278632464801907,0,4059,0,888,130,0,5077,3171,0.11994827691160398,23,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,735,13497,15,727,open
1214,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,921,true,252,3,2781,4,8,413,19,64,0.8138888888888889,129,20,0.15503875968992248,0.07908163265306122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,STYLE,0.00657354149548069,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.03241491085899514,0.0032414910858995136,8.103727714748784E-4,-1.0,0.25,0.00646551724137931,0.1912568306010929,0.32134206603592236,-0.5,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8,-1.0,1,501,921,1214,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.003345880384776244,0,4059,0,888,130,0,5077,3171,0.11994827691160398,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,787,13497,15,727,open
1214,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,921,true,81,3,2781,4,8,413,1,64,0.5055555555555555,129,20,0.15503875968992248,0.17037037037037037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,STYLE,0.00657354149548069,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.03241491085899514,0.0032414910858995136,8.103727714748784E-4,-1.0,0.25,0.00646551724137931,0.1912568306010929,0.32134206603592236,-0.5,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.8,-1.0,1,501,921,1214,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.003345880384776244,0,4059,0,888,130,0,5077,3171,0.11994827691160398,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,787,13497,15,727,open
1214,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,921,true,0,3,2781,4,0,413,1,64,0.3388888888888889,129,20,0.15503875968992248,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,BAD_PRACTICE,8.216926869350862E-4,IT_NO_SUCH_ELEMENT,19,3,1,0.03241491085899514,0.0032414910858995136,8.103727714748784E-4,-1.0,0.0,0.0,0.2589641434262948,0.31733725633408433,-1.0,0.0024650780608052587,0.05094494658997535,0.31733725633408433,-0.8,-1.0,1,501,921,1214,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.003345880384776244,0,4059,0,888,130,0,5077,3171,0.11994827691160398,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,787,13497,15,727,open
1214,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/LazyResourceCollectionTest.java,921,true,0,3,2781,4,8,413,1,64,0.29444444444444445,129,20,0.15503875968992248,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,PERFORMANCE,0.023007395234182416,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.03241491085899514,0.0032414910858995136,0.0,0.0,0.5714285714285714,0.015306122448979591,0.2625,0.1484261621315192,0.14285714285714285,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-0.8,-1.0,1,501,921,1214,0,0.0,0,0,0,0,0.0,4,4,0,8,0,0,0,0.003345880384776244,0,4059,0,888,130,0,5077,3171,0.11994827691160398,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,787,13497,15,727,open
4713,org/apache/tools/ant/types,org/apache/tools/ant/types/Resource.java,2779,true,6,29,6326,2,8,804,2,118,0.6552511415525114,184,217,1.1793478260869565,0.6666666666666666,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,STYLE,0.0024650780608052587,EQ_DOESNT_OVERRIDE_EQUALS,17,2,3,0.07293354943273905,0.0024311183144246355,0.0024311183144246355,1.0,1.0,0.0,0.1912568306010929,0.32134206603592236,1.0,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-0.35555555555555557,1.0,28,7332,3631,8045,0,0.0,0,0,0,0,0.0,455,85,3,543,0,370,0,0.14217171137245785,0,18835,0,11343,635,0,30813,7492,0.06384659615381483,75,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,787,13497,15,727,close
2033,org/apache/tools/ant/types/resources,org/apache/tools/ant/types/resources/MappedResourceCollection.java,1505,true,0,14,2781,1,8,413,1,64,0.6859504132231405,149,76,0.5100671140939598,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,MT_CORRECTNESS,0.03368940016433854,IS2_INCONSISTENT_SYNC,17,2,0,0.03241491085899514,0.004051863857374392,0.0,0.0,0.024390243902439025,0.003399337129259795,0.13793103448275862,0.15084783900960655,-0.9512195121951219,0.003286770747740345,0.003286770747740345,0.15084783900960655,-0.8,-1.0,2,601,987,1314,0,0.0,0,0,0,0,0.0,216,24,3,243,0,192,0,0.2721737633060708,0,4059,0,888,130,0,5077,3171,0.11994827691160398,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,727,13497,15,727,open
