F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-SSLSocket,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Set<String>,F16-SSTableWriter,F16-CompositeData,F16-Long,F16-MessageOut,F16-Collection<ColumnFamily>,F16-File,F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-TCompactProtocol,F3-rows.size(),F3-Row,F3-byte[],F3-boolean,F3-char,F3-pager.isExhausted(),F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-BitSet,F3-input,F7--,F7-/,F7---,F7-++,F7-%,F7-+=,F7-&,F7-NA,F7-*=,F7-*,F7-+,F7-^=,F12-long,F12-int,F12-FixedValueComparator,F12-Map<AbstractType ReversedType>,F12-NA,F12-boolean,F12-TField,F12-Logger,F12-UTF8Type,F12-String,F12-TimeUUIDType,F12-double,F12-Histogram,F12-FloatType,F12-List<AbstractType>,F12-TStruct,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F12-Comparator<IndexInfo>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Random,F2-Integer,F2-SSLFactory,F2-Math,F2-CqlLexer,F2-PrintStream,F2-CliLexer,F2-Object,F2-String,F2-TreeSet<ByteBuffer>,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-CqlParser,F2-Boolean,F2-File,F6-java.util.Random,F6-java.io.RandomAccessFile,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-org.apache.cassandra.io.compress.CompressedSequentialWriter,F6-java.io.PrintStream,F6-org.apache.thrift.protocol.TCompactProtocol,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.Column,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-registerQuery,F1-size,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-write,F1-assertEquals,F1-println,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-java.util.concurrent.FutureTask,F5-AbstractType,F5-java.io.FilterOutputStream,F5-java.util.EventObject,F5-java.lang.Number,F5-AbstractCommutativeType,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.text.DateFormat,F9-meter,F9-id,F9-row_cache_size,F9-dataDir,F9-poolName,F9-description,F9-bloom_filter_fp_chance,F9-string,F9-key_cache_size,F9-bytes,F9-planId,F9-finalState,F9-keyspaceName,F9-dclocal_read_repair_chance,F9-NA,F9-path,F9-sessions,F9-keySpace,F9-columnFamilyName,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-Raw,F4-byte[],F4-File,F4-void,F4-List,F4-int,F4-String,F4-Field,F4-BigInteger,F4-Class,F4-InetAddress,F4-byte,F8-ColumnFamilyMetricNameFactory,F8-CliClient,F8-MD5Digest,F8-StreamException,F8-KeyspaceMetricNameFactory,F8-NA,F8-StreamState,F8-ThreadPoolMetricNameFactory,F8-DifferencingCounter,F8-WriterThread,F8-MeasureableString,F8-CfDef,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-instances,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
7802,org/apache/cassandra/utils,org/apache/cassandra/utils/IntervalTree.java,1046,true,3,20,12050,6,8,1855,1,324,0.45336225596529284,362,35,0.09668508287292818,0.6666666666666666,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,PERFORMANCE,0.003368421052631579,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.008704557091653867,1.0240655401945725E-4,5.120327700972862E-5,-1.0,0.125,0.007291666666666667,0.4752688172043011,0.32429719427271575,-0.75,0.009263157894736843,0.09178947368421053,0.32429719427271575,-0.8117647058823529,-1.0,7,5060,1046,7802,953,0.2692307692307692,8,147,806,1108,0.02126413410941063,4,11,0,15,7,-7,0,0.13419892668152267,7,10687,0,3740,768,-7,15195,6947,0.05362191069070248,26,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2766,13775,11033,0,open
9316,org/apache/cassandra/utils,org/apache/cassandra/utils/IntervalTreeTest.java,1313,true,0,3,12050,3,15,1855,1,324,0.8390804597701149,116,26,0.22413793103448276,1.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,PERFORMANCE,0.07536842105263158,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.008704557091653867,1.0240655401945725E-4,0.0,0.0,0.6759776536312849,0.014602124361495166,0.4752688172043011,0.32429719427271575,0.37988826815642457,0.009263157894736843,0.09178947368421053,0.32429719427271575,-0.8117647058823529,1.0,9,6572,1313,9314,953,0.0038461538461538464,8,147,806,1108,0.02126413410941063,26,51,4,81,1,-25,1,0.010178050296125741,2,10687,0,3740,768,0,15195,6947,0.05362191069070248,48,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2789,2259,11033,0,close
9316,org/apache/cassandra/utils,org/apache/cassandra/utils/IntervalTreeTest.java,1313,true,0,3,12050,3,15,1855,1,324,0.8735632183908046,116,26,0.22413793103448276,1.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,PERFORMANCE,0.07536842105263158,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.008704557091653867,1.0240655401945725E-4,0.0,0.0,0.6759776536312849,0.014602124361495166,0.4752688172043011,0.32429719427271575,0.37988826815642457,0.009263157894736843,0.09178947368421053,0.32429719427271575,-0.8117647058823529,1.0,9,6572,1313,9314,953,0.0038461538461538464,8,147,806,1108,0.02126413410941063,26,51,4,81,1,-25,1,0.010178050296125741,2,10687,0,3740,768,0,15195,6947,0.05362191069070248,48,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2789,2259,11033,0,close
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.5588235294117647,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,BAD_PRACTICE,0.0029473684210526317,IT_NO_SUCH_ELEMENT,16,2,4,0.008704557091653867,4.608294930875576E-4,2.048131080389145E-4,-0.5,0.42857142857142855,0.008746355685131194,0.7157894736842105,1.0407545082770684,-0.14285714285714285,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.8117647058823529,-0.1111111111111111,1,7567,1469,10309,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10278,13775,11033,0,open
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.35294117647058826,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,BAD_PRACTICE,0.0029473684210526317,IT_NO_SUCH_ELEMENT,16,2,4,0.008704557091653867,4.608294930875576E-4,2.048131080389145E-4,-0.5,0.42857142857142855,0.008746355685131194,0.7157894736842105,1.0407545082770684,-0.14285714285714285,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,open
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.6352941176470588,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,STYLE,0.0029473684210526317,DMI_HARDCODED_ABSOLUTE_FILENAME,17,2,3,0.008704557091653867,4.608294930875576E-4,1.5360983102918587E-4,1.0,0.14285714285714285,0.00422237860661506,0.09855334538878843,0.47946243541598527,-0.7142857142857143,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,close
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.7941176470588235,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,STYLE,0.0029473684210526317,DMI_HARDCODED_ABSOLUTE_FILENAME,17,2,2,0.008704557091653867,4.608294930875576E-4,1.0240655401945725E-4,-1.0,0.14285714285714285,0.00422237860661506,0.09855334538878843,0.47946243541598527,-0.7142857142857143,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,open
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.6352941176470588,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,I18N,0.042105263157894736,DM_DEFAULT_ENCODING,19,1,3,0.008704557091653867,4.608294930875576E-4,1.5360983102918587E-4,1.0,0.27,0.09855,0.21518987341772153,0.0017049201749108833,-0.4,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,close
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.9294117647058824,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,I18N,0.042105263157894736,DM_DEFAULT_ENCODING,19,1,4,0.008704557091653867,4.608294930875576E-4,2.048131080389145E-4,-0.5,0.27,0.09855,0.21518987341772153,0.0017049201749108833,-0.4,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-0.8117647058823529,-0.1111111111111111,3,9568,1812,12310,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,open
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.7941176470588235,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,I18N,0.042105263157894736,DM_DEFAULT_ENCODING,19,1,2,0.008704557091653867,4.608294930875576E-4,1.0240655401945725E-4,-1.0,0.27,0.09855,0.21518987341772153,0.0017049201749108833,-0.4,0.0012631578947368421,0.013894736842105264,0.0017049201749108833,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,open
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.9117647058823529,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,BAD_PRACTICE,0.0029473684210526317,IT_NO_SUCH_ELEMENT,19,3,4,0.008704557091653867,4.608294930875576E-4,2.048131080389145E-4,-0.5,0.42857142857142855,0.008746355685131194,0.7157894736842105,1.0407545082770684,-0.14285714285714285,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,close
12310,org/apache/cassandra/utils,org/apache/cassandra/utils/KeyGenerator.java,1812,true,0,1,12050,4,0,1855,1,324,0.6352941176470588,126,18,0.14285714285714285,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,9,BAD_PRACTICE,0.002105263157894737,OS_OPEN_STREAM,16,2,3,0.008704557091653867,4.608294930875576E-4,1.5360983102918587E-4,1.0,0.4,0.008571428571428572,0.7157894736842105,1.0407545082770684,0.0,0.0050526315789473685,0.1423157894736842,1.0407545082770684,-0.8117647058823529,-0.1111111111111111,11,10995,2195,13737,953,0.0,8,147,806,1108,0.02126413410941063,13,247,0,260,0,-234,0,0.037231813113504715,0,10687,0,3740,768,0,15195,6947,0.05362191069070248,7537,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10278,13775,11033,0,close
