F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-JTextArea,F12-Class<?>,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Iterator<JButton>,F2-JTextComponent,F2-InputStream,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Executors,F2-ExecutorService,F2-String,F2-HashTree,F2-MailerModel,F2-SystemSampler,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-File,F2-Throwable,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-getSelectedFile,F1-printStackTrace,F1-valueOf,F1-setSelected,F1-setDelay,F1-getKey,F1-exit,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-keyStore,F9-md5HexInput,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Container,F4-boolean,F4-Future,F4-File[],F4-long,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-logger,F11-PARENT,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
7655,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RenderAsXML.java,2191,true,0,6,3478,4,9,719,1,98,0.2,147,53,0.36054421768707484,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,STYLE,0.19516129032258064,RI_REDUNDANT_INTERFACES,20,3,0,0.1361031518624642,0.0014326647564469914,0.0,0.0,0.7768595041322314,0.008254705474840713,0.3609022556390977,0.42506765552712783,0.5537190082644629,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.15789473684210525,1.0,6,5000,2191,7655,17,0.0,0,2,15,19,2.032194234985828E-4,172,1,0,173,0,171,0,0.17111031385922557,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,2196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4850,14044,31,2685,open
3863,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RenderAsXPath.java,750,true,17,16,3478,1,0,719,2,98,0.4900662251655629,185,69,0.372972972972973,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,STYLE,0.09032258064516129,REC_CATCH_EXCEPTION,20,3,1,0.1361031518624642,0.0028653295128939827,0.0014326647564469914,-1.0,0.21428571428571427,0.008017492711370262,0.3609022556390977,0.42506765552712783,-0.5535714285714286,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.15789473684210525,-1.0,3,1208,750,3863,17,0.0,0,2,15,19,2.032194234985828E-4,2,2,0,4,0,0,0,0.06988210075026795,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2781,14044,31,2685,open
3863,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RenderAsXPath.java,750,true,6,16,3478,1,0,719,2,98,0.6821192052980133,185,69,0.372972972972973,1.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.1361031518624642,0.0028653295128939827,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.15789473684210525,-1.0,3,1208,750,3863,17,0.0,0,2,15,19,2.032194234985828E-4,2,2,0,4,0,0,0,0.06988210075026795,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2781,14044,31,2685,open
7205,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RequestPanel.java,1876,true,35,4,3478,1,0,719,7,98,0.6,63,42,0.6666666666666666,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,STYLE,0.09032258064516129,REC_CATCH_EXCEPTION,20,3,1,0.1361031518624642,0.0014326647564469914,0.0014326647564469914,-1.0,0.21428571428571427,0.008017492711370262,0.3609022556390977,0.42506765552712783,-0.5535714285714286,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.15789473684210525,-1.0,4,4550,1876,7205,17,0.0,0,2,15,19,2.032194234985828E-4,93,5,0,98,0,88,0,0.2627335277614075,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2781,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,1201,true,3,33,3478,1,8,719,1,98,0.44844124700239807,254,97,0.38188976377952755,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.012903225806451613,EI_EXPOSE_REP,18,2,1,0.1361031518624642,0.0071633237822349575,0.0014326647564469914,-1.0,0.125,0.021875,0.14705882352941177,0.03949325379661668,-0.75,0.0032258064516129032,0.004838709677419355,0.03949325379661668,-0.15789473684210525,-1.0,9,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,12,6,8,26,0,6,0,0.13755034446210918,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3304,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,1201,true,3,33,3478,1,8,719,1,98,0.46522781774580335,254,97,0.38188976377952755,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.03225806451612903,EI_EXPOSE_REP2,18,2,1,0.1361031518624642,0.0071633237822349575,0.0014326647564469914,-1.0,0.1,0.018000000000000002,0.14705882352941177,0.03949325379661668,-0.8,0.0032258064516129032,0.004838709677419355,0.03949325379661668,-0.15789473684210525,-1.0,9,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,12,6,8,26,0,6,0,0.13755034446210918,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3304,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,1201,true,3,33,3478,1,8,719,1,98,0.30455635491606714,254,97,0.38188976377952755,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.03225806451612903,EI_EXPOSE_REP2,18,2,1,0.1361031518624642,0.0071633237822349575,0.0014326647564469914,-1.0,0.1,0.018000000000000002,0.14705882352941177,0.03949325379661668,-0.8,0.0032258064516129032,0.004838709677419355,0.03949325379661668,-0.15789473684210525,-1.0,9,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,12,6,8,26,0,6,0,0.13755034446210918,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3304,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,1201,true,3,33,3478,1,8,719,1,98,0.36211031175059955,254,97,0.38188976377952755,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.03225806451612903,EI_EXPOSE_REP2,18,2,1,0.1361031518624642,0.0071633237822349575,0.0014326647564469914,-1.0,0.1,0.018000000000000002,0.14705882352941177,0.03949325379661668,-0.8,0.0032258064516129032,0.004838709677419355,0.03949325379661668,-0.15789473684210525,-1.0,9,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,12,6,8,26,0,6,0,0.13755034446210918,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3304,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphChart.java,1201,true,3,33,3478,1,8,719,1,98,0.34292565947242204,254,97,0.38188976377952755,0.6666666666666666,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,MALICIOUS_CODE,0.03225806451612903,EI_EXPOSE_REP2,18,2,1,0.1361031518624642,0.0071633237822349575,0.0014326647564469914,-1.0,0.1,0.018000000000000002,0.14705882352941177,0.03949325379661668,-0.8,0.0032258064516129032,0.004838709677419355,0.03949325379661668,-0.15789473684210525,-1.0,9,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,12,6,8,26,0,6,0,0.13755034446210918,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3304,14044,31,2685,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphVisualizer.java,1201,true,0,29,3478,3,8,719,1,98,0.07971014492753623,721,88,0.12205270457697642,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95,6,STYLE,0.19516129032258064,RI_REDUNDANT_INTERFACES,20,3,0,0.1361031518624642,0.008595988538681949,0.0,0.0,0.7768595041322314,0.008254705474840713,0.3609022556390977,0.42506765552712783,0.5537190082644629,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.15789473684210525,-0.6666666666666666,26,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,833,100,16,949,0,733,0,0.2030207612323721,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2781,14044,31,2685,open
5022,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphDataBean.java,1173,true,0,7,3478,1,4,719,1,98,0.4787234042553192,30,50,1.6666666666666667,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,BAD_PRACTICE,0.020967741935483872,SE_BAD_FIELD,16,2,0,0.1361031518624642,0.0,0.0,0.0,0.23076923076923078,0.022189349112426034,0.41379310344827586,0.1048601512534388,-0.23076923076923078,0.03225806451612903,0.017741935483870968,0.1048601512534388,-0.15789473684210525,0.0,1,2367,1173,5022,17,0.0,0,2,15,19,2.032194234985828E-4,8,0,0,8,0,8,0,0.07692307692307693,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3304,14044,31,2685,open
7813,org/apache/jorphan/math,org/apache/jorphan/math/StatCalculatorLong.java,2292,true,0,5,39,1,4,34,1,4,0.41379310344827586,20,31,1.55,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAD_PRACTICE,0.020967741935483872,SE_BAD_FIELD,16,2,0,0.0,0.0,0.0,0.0,0.23076923076923078,0.022189349112426034,0.41379310344827586,0.1048601512534388,-0.23076923076923078,0.03225806451612903,0.017741935483870968,0.1048601512534388,0.0,0.0,3,5158,2292,7813,0,0.0,0,0,0,0,0.0,22,0,0,22,0,22,0,0.08604985618408437,0,309,0,197,24,0,530,112,0.1071897284420793,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6128,14044,127,2781,open
5412,org/apache/jmeter/visualizers,org/apache/jmeter/visualizers/RespTimeGraphLineBean.java,1201,true,0,5,3478,1,4,719,1,98,0.5428571428571428,23,37,1.608695652173913,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,BAD_PRACTICE,0.020967741935483872,SE_BAD_FIELD,16,2,0,0.1361031518624642,0.0,0.0,0.0,0.23076923076923078,0.022189349112426034,0.41379310344827586,0.1048601512534388,-0.23076923076923078,0.03225806451612903,0.017741935483870968,0.1048601512534388,-0.15789473684210525,0.0,1,2757,1201,5412,17,0.0,0,2,15,19,2.032194234985828E-4,4,2,0,6,0,2,0,0.046511627906976744,0,14202,0,6141,947,0,21290,8061,0.08512293022826625,650,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3304,14044,31,2685,open
