F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F85,F73,F84,F146,F147,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1974,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,1,25862,400,4291,3892,
1794,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5685,1,866,400,4291,3892,
1794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5685,1,866,400,4291,3892,
2104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5995,1,25862,230,4121,3892,
969,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4860,1,25862,230,4121,3892,
969,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4860,1,25862,230,4121,3892,
969,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4860,1,25862,230,4121,3892,
846,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4737,1,25862,230,4121,3892,
90,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
90,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,3981,1,25862,90,3981,3892,
141,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
141,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
141,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
141,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
141,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4032,1,25862,90,3981,3892,
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4081,1,25862,90,3981,3892,
190,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,4081,1,25862,90,3981,3892,
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4081,1,25862,90,3981,3892,
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4081,1,25862,90,3981,3892,
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4081,1,25862,90,3981,3892,
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4081,1,25862,90,3981,3892,
1994,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5885,1,25862,90,3981,3892,
1994,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5885,1,25862,90,3981,3892,
1994,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5885,1,25862,90,3981,3892,
1994,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5885,1,25862,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,1350,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
138,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4029,1,25862,90,3981,3892,
967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,1,25862,1,3892,3892,
3325,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7216,1,25862,380,4271,3892,
3325,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7216,1,25862,380,4271,3892,
3325,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7216,1,25862,380,4271,3892,
3325,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7216,1,25862,380,4271,3892,
281,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4172,1,25862,281,4172,3892,
281,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4172,1,25862,281,4172,3892,
426,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4317,1,435,380,4271,3892,
426,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4317,1,435,380,4271,3892,
426,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4317,1,435,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4679,1,25862,380,4271,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4679,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4679,1,25862,380,4271,3892,
788,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4679,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,435,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,435,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,435,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,435,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,435,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,2285,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5383,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
1417,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5308,1,25862,380,4271,3892,
189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4080,1,25862,189,4080,3892,
369,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,4260,1,25862,189,4080,3892,
369,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,4260,1,25862,189,4080,3892,
369,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,4260,1,25862,189,4080,3892,
339,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
339,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
339,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
339,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
339,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
339,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,4230,1,25862,339,4230,3892,
121,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,4012,1,25862,68,3959,3892,
175,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,4066,1,2349,25,3916,3892,
74,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,3965,1,25862,74,3965,3892,
74,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,3965,1,25862,74,3965,3892,
190,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,4081,1,25862,74,3965,3892,
190,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,4081,1,25862,74,3965,3892,
2851,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,6742,1,25862,73,3964,3892,
2851,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,6742,1,25862,73,3964,3892,
2851,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,6742,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
111,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,4002,1,25862,25,3916,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
130,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,4021,1,25862,69,3960,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
165,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4056,1,25862,73,3964,3892,
111,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,4002,1,25862,25,3916,3892,
130,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,4021,1,25862,69,3960,3892,
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4080,1,1398,73,3964,3892,
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4080,1,1398,73,3964,3892,
594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4485,1,25862,73,3964,3892,
73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3964,1,25862,73,3964,3892,
73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3964,1,25862,73,3964,3892,
788,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4679,1,15273,189,4080,3892,
379,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,4270,1,25862,65,3956,3892,
73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3964,1,25862,73,3964,3892,
73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3964,1,25862,73,3964,3892,
97,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3988,1,25862,25,3916,3892,
25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3916,1,25862,25,3916,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3978,1,25862,57,3948,3892,
788,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4679,1,15273,189,4080,3892,
379,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,4270,1,25862,65,3956,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4080,1,25862,73,3964,3892,
