F72,F54,F55,F25,F64,F67,F69,F101,F102,F105,F108,F3-Class,F3-Among[],F3-String,F3-int,F7-++,F13-private,F18-public,F1-find_among_b,F5-java.lang.RuntimeException,F15-protected,F15-public,F4-boolean,F4-int,F94,F95,F22,F112,F116,F117,F118,F120,F110,F121,F122,F123,F77,F70,F41,F43,F46,F126,F127,F129,F36,F130,F131,F132,F37,F134,F135,F136,F83,F71-chrism@apache.org,F71-sarowe@apache.org,F71-gsingers@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F74,F73,F84,category
4172,org/apache/lucene/search,org/apache/lucene/search/TopFieldDocs.java,35,6189,1,1,0.9487179487179487,8,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,2,2,4.870920603994155E-4,0.0,0.22580645161290322,0.0039731340459748365,0.5912033041944769,-0.3225806451612903,0.01829924650161464,0.1652314316469322,0.5912033041944769,9852,13743,3438,728,0.08018271621369323,39,36,76,1,3,0.023348098780027655,42954,0,2442,67784,20566,281,0,1,0,1,0,0,0,1,0,0,0,4172,25862,20,open
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.4325581395348837,114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,16392,20283,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,1,0,1,0,4317,25862,20,close
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.8860465116279069,114,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,16392,20283,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,1,0,1,0,4317,25862,20,close
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.7023255813953488,114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,16127,20018,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,1,0,1,0,4317,25862,20,close
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.5720930232558139,114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,10932,14823,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,0,0,1,0,4317,25862,20,open
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.5348837209302325,114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,16507,20398,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,1,0,1,0,4317,25862,20,close
13743,org/apache/lucene/search,org/apache/lucene/search/TopScoreDocCollector.java,1148,6189,11,1,0.29767441860465116,114,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,0.6666666666666666,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,16507,20398,3438,728,0.08018271621369323,581,230,906,62,351,0.05598895038640683,42954,88,2442,67784,20566,426,0,1,0,1,0,0,0,1,0,1,0,4317,25862,20,close
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.5865384615384616,142,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,-1.0,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,13066,16957,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.5096153846153846,142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,13066,16957,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.625,142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10545,14436,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.5865384615384616,142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,12717,16608,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.9711538461538461,142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,2,0.0014612761811982464,-1.0,0.37142857142857144,0.005836734693877551,0.2761328796198629,-0.17142857142857143,0.0032292787944025836,0.019106566200215284,0.2761328796198629,13066,16957,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
6742,org/apache/lucene/search,org/apache/lucene/search/TopTermsRewrite.java,384,6189,4,1,0.9711538461538461,142,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,3,0.0014612761811982464,-1.0,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,13066,16957,3438,728,0.08018271621369323,359,32,391,0,327,0.010231193194068147,42954,0,2442,67784,20566,1794,0,1,0,1,0,0,0,1,1,0,0,5685,25862,20,open
4290,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/AbstractAllGroupHeadsCollector.java,52,112,3,6,0.632768361581921,72,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,2.4354603019970775E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,11216,15107,231,4,0.012563294275221393,284,2,286,1,282,0.1176481882320528,3533,0,11,3746,3331,399,0,0,0,1,0,0,0,0,1,0,0,4290,25862,281,open
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.5747422680412371,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,0.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,5573,9464,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,0,1,0,4317,25862,385,open
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.6701030927835051,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9431,13322,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.2757731958762887,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,0.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,6543,10434,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
15647,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/AbstractSecondPassGroupingCollector.java,1398,112,2,2,0.6153846153846154,92,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,692,4583,231,4,0.012563294275221393,260,14,274,6,246,0.07113146803708428,3533,0,11,3746,3331,588,0,0,0,1,0,0,0,0,0,0,0,4479,25862,281,open
15647,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/AbstractSecondPassGroupingCollector.java,1398,112,2,2,0.5512820512820513,92,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,692,4583,231,4,0.012563294275221393,260,14,274,6,246,0.07113146803708428,3533,0,11,3746,3331,588,0,0,0,1,0,0,0,0,0,0,0,4479,25862,281,open
4860,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/BlockGroupingCollector.java,123,112,5,1,0.21975806451612903,293,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,4.870920603994155E-4,0.0,0.0,0.0,0.5316591226389012,-0.7777777777777778,0.001883745963401507,0.009418729817007535,0.5316591226389012,11762,15653,231,4,0.012563294275221393,458,60,518,45,398,0.024795609770191,3533,0,11,3746,3331,418,0,0,0,1,0,0,0,1,0,1,1,4309,25862,281,open
4860,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/BlockGroupingCollector.java,123,112,5,1,0.19959677419354838,293,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,4.870920603994155E-4,0.0,0.0,0.0,0.5316591226389012,-0.7777777777777778,0.001883745963401507,0.009418729817007535,0.5316591226389012,11762,15653,231,4,0.012563294275221393,458,60,518,45,398,0.024795609770191,3533,0,11,3746,3331,418,0,0,0,1,0,0,0,1,0,1,1,4309,25862,281,open
6742,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/SearchGroup.java,384,112,5,6,0.15249266862170088,230,0.615079365079365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,2,2.4354603019970775E-4,-1.0,0.9529411764705882,0.0010191884240327157,0.5912033041944769,0.9058823529411765,0.01829924650161464,0.1652314316469322,0.5912033041944769,11929,15820,231,4,0.012563294275221393,315,14,329,1,301,0.016520786467882874,3533,0,11,3746,3331,692,0,0,0,1,0,0,0,1,1,0,0,4583,25862,281,open
15505,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/GroupDocs.java,1385,112,1,1,0.967741935483871,23,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,4.870920603994155E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11929,15820,231,4,0.012563294275221393,86,2,88,0,84,0.013829715800028201,3533,0,11,3746,3331,8311,0,0,0,0,0,0,0,1,0,0,0,12202,25862,281,open
15505,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/GroupDocs.java,1385,112,1,1,0.9354838709677419,23,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,4.870920603994155E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11929,15820,231,4,0.012563294275221393,86,2,88,0,84,0.013829715800028201,3533,0,11,3746,3331,8311,0,0,0,0,0,0,0,1,0,0,0,12202,25862,281,open
6742,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/SearchGroup.java,384,112,5,1,0.45454545454545453,230,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,2.4354603019970775E-4,0.0,0.2916666666666667,0.005164930555555555,0.2761328796198629,-0.375,0.0032292787944025836,0.019106566200215284,0.2761328796198629,11929,15820,231,4,0.012563294275221393,315,14,329,1,301,0.016520786467882874,3533,0,11,3746,3331,692,0,0,0,1,0,0,0,1,1,0,0,4583,25862,281,open
12202,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/TopGroups.java,1023,112,3,30,0.7429718875502008,164,0.5961538461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,9.74184120798831E-4,-1.0,0.23076923076923078,0.004034427111350188,0.5912033041944769,-0.38461538461538464,0.01829924650161464,0.1652314316469322,0.5912033041944769,413,4304,231,4,0.012563294275221393,304,8,320,2,296,0.04140620179041398,3533,3,11,3746,3331,413,0,0,0,1,0,0,0,0,0,0,0,4304,25862,281,open
12202,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/TopGroups.java,1023,112,3,1,0.22088353413654618,164,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,9.74184120798831E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11929,15820,231,4,0.012563294275221393,304,8,320,2,296,0.04140620179041398,3533,3,11,3746,3331,413,0,0,0,1,0,0,0,1,0,0,0,4304,25862,281,open
12202,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/TopGroups.java,1023,112,3,1,0.23694779116465864,164,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,9.74184120798831E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11929,15820,231,4,0.012563294275221393,304,8,320,2,296,0.04140620179041398,3533,3,11,3746,3331,413,0,0,0,1,0,0,0,1,0,0,0,4304,25862,281,open
12202,org/apache/lucene/search/grouping,org/apache/lucene/search/grouping/TopGroups.java,1023,112,3,1,0.2248995983935743,164,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,9.74184120798831E-4,-1.0,0.16304347826086957,0.011371691871455576,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,11929,15820,231,4,0.012563294275221393,304,8,320,2,296,0.04140620179041398,3533,3,11,3746,3331,413,0,0,0,1,0,0,0,1,0,0,0,4304,25862,281,open
4583,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionAllGroupHeadsCollector.java,84,65,3,3,0.475,109,0.14285714285714285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,34,0,0.0038931478061226704,240,15,255,0,225,0.055933754646407687,659,0,0,695,623,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
4583,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionAllGroupHeadsCollector.java,84,65,3,3,0.49375,109,0.35714285714285715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,34,0,0.0038931478061226704,240,15,255,0,225,0.055933754646407687,659,0,0,695,623,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
12799,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionAllGroupsCollector.java,1078,65,1,2,0.8045977011494253,43,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,34,0,0.0038931478061226704,69,9,78,2,60,0.03986652331224573,659,0,0,695,623,399,0,0,0,1,0,0,0,0,0,1,0,4290,25862,385,open
12799,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionAllGroupsCollector.java,1078,65,1,2,0.8275862068965517,43,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4.870920603994155E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,34,0,0.0038931478061226704,69,9,78,2,60,0.03986652331224573,659,0,0,695,623,399,0,0,0,1,0,0,0,0,0,1,0,4290,25862,385,open
8891,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionDistinctValuesCollector.java,715,65,2,2,0.6907216494845361,59,0.625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,34,0,0.0038931478061226704,128,1,129,0,127,0.02594932446793166,659,0,0,695,623,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
8891,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionDistinctValuesCollector.java,715,65,2,2,0.7010309278350515,59,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,34,0,0.0038931478061226704,128,1,129,0,127,0.02594932446793166,659,0,0,695,623,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
8891,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionDistinctValuesCollector.java,715,65,2,2,0.6597938144329897,59,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,34,0,0.0038931478061226704,128,1,129,0,127,0.02594932446793166,659,0,0,695,623,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
12799,org/apache/lucene/search/grouping/function,org/apache/lucene/search/grouping/function/FunctionSecondPassGroupingCollector.java,1078,65,1,1,0.8117647058823529,39,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,3,2.4354603019970775E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,34,0,0.0038931478061226704,69,6,75,0,63,0.038598782777307904,659,0,0,695,623,426,0,0,0,1,0,0,0,0,0,1,0,4317,25862,385,open
12799,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermAllGroupHeadsCollector.java,1078,74,10,1,0.6798732171156894,492,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,6543,10434,38,0,0.0030923314020195702,961,72,1035,0,889,0.03632605115006179,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
12799,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermAllGroupHeadsCollector.java,1078,74,10,1,0.42789223454833597,492,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,6543,10434,38,0,0.0030923314020195702,961,72,1035,0,889,0.03632605115006179,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
12799,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermAllGroupHeadsCollector.java,1078,74,10,1,0.8890649762282092,492,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,6543,10434,38,0,0.0030923314020195702,961,72,1035,0,889,0.03632605115006179,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
13159,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermDistinctValuesCollector.java,1105,74,2,6,0.5202702702702703,98,0.3181818181818182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,0.3333333333333333,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,38,0,0.0030923314020195702,124,16,140,0,108,0.017693439121439666,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,close
13159,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermDistinctValuesCollector.java,1105,74,2,6,0.4797297297297297,98,0.09090909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,0.3333333333333333,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,38,0,0.0030923314020195702,124,16,140,0,108,0.017693439121439666,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,close
13159,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermDistinctValuesCollector.java,1105,74,2,6,0.581081081081081,98,0.7272727272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,7.306380905991232E-4,0.3333333333333333,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9268,13159,38,0,0.0030923314020195702,124,16,140,0,108,0.017693439121439666,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,open
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.6121134020618557,286,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,0.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,5573,9464,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,0,1,0,4317,25862,385,close
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.7087628865979382,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,2165,6056,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,0,0,1,0,4317,25862,385,open
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.24484536082474226,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,0.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,9431,13322,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,1,1,0,4317,25862,385,close
8175,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermGroupFacetCollector.java,595,74,6,1,0.45618556701030927,286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0.0017048222113979542,-1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,5348,9239,38,0,0.0030923314020195702,684,88,791,0,596,0.10710375446468734,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,0,1,0,4317,25862,385,open
5685,org/apache/lucene/search/grouping/term,org/apache/lucene/search/grouping/term/TermSecondPassGroupingCollector.java,231,74,1,2,0.8690476190476191,49,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,2.4354603019970775E-4,1.0,0.3552123552123552,0.005205375861746519,0.5912033041944769,-0.138996138996139,0.01829924650161464,0.1652314316469322,0.5912033041944769,10832,14723,38,0,0.0030923314020195702,67,8,75,0,59,0.007031574219179539,2039,0,21,2263,1836,426,0,0,0,1,0,0,0,1,0,1,0,4317,25862,385,close
12202,org/apache/lucene/search/highlight,org/apache/lucene/search/highlight/Highlighter.java,1023,718,2,1,0.9905660377358491,340,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,7.306380905991232E-4,-1.0,0.35384615384615387,0.005196342119419043,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,7164,11055,146,10,0.028434913162400776,483,83,574,6,400,0.02988808296215657,3796,0,591,7575,608,722,0,0,0,0,0,0,0,0,0,0,0,4613,25862,33,open
12202,org/apache/lucene/search/highlight,org/apache/lucene/search/highlight/Highlighter.java,1023,718,2,19,0.6660377358490566,340,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,7.306380905991232E-4,-1.0,0.13953488372093023,0.003001622498647918,0.2761328796198629,-0.6046511627906976,0.0032292787944025836,0.019106566200215284,0.2761328796198629,7164,11055,146,10,0.028434913162400776,483,83,574,6,400,0.02988808296215657,3796,0,591,7575,608,722,0,0,0,0,0,0,0,0,0,0,0,4613,25862,33,open
