F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-PatternSet,F16-RepositoryBase,F16-Profile,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-void,F16-int,F16-boolean,F16-Repository,F16-Date,F16-String,F16-ConfigurationContainer,F16-PluginConfiguration,F16-Model,F16-Settings,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F3-TaskSegment,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-StringTokenizer,F2-Short,F2-HashMap<String Artifact>,F2-String,F2-Iterator,F2-Collections,F2-Double,F2-ArtifactTransferEvent,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-List,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.HashMap,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.io.xpp3.ConfigurationContainer,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-java.lang.StringBuilder,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getRepositories,F1-getId,F1-intValue,F1-getBasedir,F1-getPluginRepositories,F1-longValue,F1-get,F1-equals,F1-floatValue,F1-charAt,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-modelCache,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-int,F4-String,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-NA,F8-InternalConfig,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-handyande@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-bentmann@apache.org,F71-pgier@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
1018,org/apache/maven/settings,org/apache/maven/settings/TrackableBase.java,0,true,0,3,843,1,5,194,1,22,0.24050632911392406,47,19,0.40425531914893614,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32,1,BAD_PRACTICE,0.10236220472440945,SE_NO_SERIALVERSIONID,19,3,0,0.035555555555555556,0.0011111111111111111,0.0,0.0,0.04395604395604396,0.002626494384736143,0.1437125748502994,0.2793082438631605,-0.9120879120879121,0.010123734533183352,0.024746906636670417,0.2793082438631605,-0.9375,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1747,0,525,54,0,2326,1222,0.03545957933088893,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/DefaultSettingsBuilder.java,780,true,46,8,420,2,12,86,3,19,0.9558823529411765,202,25,0.12376237623762376,0.8478260869565217,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,STYLE,0.08323959505061868,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.006666666666666667,0.005555555555555556,0.0022222222222222222,-1.0,0.06756756756756757,0.0030001043514557035,0.07888631090487239,0.48447078656207626,-0.5540540540540541,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,9,839,780,1857,0,0.0,0,0,0,0,0.0,63,209,2,274,0,-146,0,0.292531664232445,0,737,0,834,2,0,1573,-97,0.14267425070663667,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309,10178,292,1309,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/DefaultSettingsBuilder.java,780,true,56,8,420,2,16,86,3,19,0.6323529411764706,202,25,0.12376237623762376,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,STYLE,0.08323959505061868,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.006666666666666667,0.005555555555555556,0.0022222222222222222,-1.0,0.06756756756756757,0.0030001043514557035,0.07888631090487239,0.48447078656207626,-0.5540540540540541,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,291,396,1309,0,0.0,0,0,0,0,0.0,63,209,2,274,0,-146,0,0.292531664232445,0,737,0,834,2,0,1573,-97,0.14267425070663667,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309,10178,292,1309,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/DefaultSettingsBuilder.java,780,true,28,8,420,2,8,86,2,19,0.7132352941176471,202,25,0.12376237623762376,0.9285714285714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,STYLE,0.08323959505061868,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.006666666666666667,0.005555555555555556,0.0022222222222222222,-1.0,0.06756756756756757,0.0030001043514557035,0.07888631090487239,0.48447078656207626,-0.5540540540540541,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,6,581,611,1599,0,0.0,0,0,0,0,0.0,63,209,2,274,0,-146,0,0.292531664232445,0,737,0,834,2,0,1573,-97,0.14267425070663667,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309,10178,292,1309,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/DefaultSettingsBuilder.java,780,true,46,8,420,2,12,86,3,19,0.7536764705882353,202,25,0.12376237623762376,0.08695652173913043,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,STYLE,0.08323959505061868,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.006666666666666667,0.005555555555555556,0.0022222222222222222,-1.0,0.06756756756756757,0.0030001043514557035,0.07888631090487239,0.48447078656207626,-0.5540540540540541,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,9,839,780,1857,0,0.0,0,0,0,0,0.0,63,209,2,274,0,-146,0,0.292531664232445,0,737,0,834,2,0,1573,-97,0.14267425070663667,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309,10178,292,1309,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/DefaultSettingsBuilder.java,780,true,0,8,420,2,15,86,1,19,0.8492647058823529,202,25,0.12376237623762376,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,PERFORMANCE,0.0281214848143982,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.006666666666666667,0.005555555555555556,0.0,0.0,0.68,0.01813333333333333,0.18137254901960784,0.5027131268546583,0.4,0.00562429696287964,0.04049493813273341,0.5027131268546583,-1.0,-1.0,9,839,780,1857,0,0.0,0,0,0,0,0.0,63,209,2,274,0,-146,0,0.292531664232445,0,737,0,834,2,0,1573,-97,0.14267425070663667,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309,10178,292,1309,open
1857,org/apache/maven/settings/building,org/apache/maven/settings/building/SettingsBuildingException.java,780,true,14,3,420,1,8,86,3,19,0.5388888888888889,42,35,0.8333333333333334,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,CORRECTNESS,0.0022497187851518562,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE,11,2,1,0.006666666666666667,0.0011111111111111111,0.0011111111111111111,-1.0,0.5,0.05,0.0625,0.08116319444444443,0.0,0.0011248593925759281,0.0022497187851518562,0.08116319444444443,-1.0,-1.0,3,839,780,1857,0,0.0,0,0,0,0,0.0,0,69,0,69,0,-69,0,0.04262297612248993,0,737,0,834,2,0,1573,-97,0.14267425070663667,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1432,10178,292,1309,open
1858,org/apache/maven/settings/io,org/apache/maven/settings/io/DefaultSettingsWriter.java,780,true,10,3,120,1,8,17,3,5,0.5043478260869565,77,23,0.2987012987012987,0.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,BAD_PRACTICE,0.04049493813273341,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,-1.0,0.19444444444444445,0.009789737654320988,0.1437125748502994,0.2793082438631605,-0.5555555555555556,0.010123734533183352,0.024746906636670417,0.2793082438631605,-1.0,-1.0,3,840,780,1858,0,0.0,0,0,0,0,0.0,1,83,0,84,0,-82,0,0.055921284235724844,0,193,0,354,0,0,547,-161,0.08481049661114992,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1251,10178,234,1251,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,18,39,1087,1,8,55,5,2,0.9377431906614786,1332,395,0.29654654654654655,0.7222222222222222,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,15,1,3,0.04,0.03222222222222222,0.0033333333333333335,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,35,39,1087,1,12,55,11,2,0.4491384102279044,1332,395,0.29654654654654655,0.17142857142857143,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,20,3,1,0.04,0.03222222222222222,0.0011111111111111111,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,26,39,1087,1,12,55,8,2,0.4819344080044469,1332,395,0.29654654654654655,0.23076923076923078,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,20,3,1,0.04,0.03222222222222222,0.0011111111111111111,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,32,39,1087,1,12,55,10,2,0.5080600333518621,1332,395,0.29654654654654655,0.1875,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,20,3,1,0.04,0.03222222222222222,0.0011111111111111111,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,26,39,1087,1,12,55,8,2,0.5386325736520289,1332,395,0.29654654654654655,0.23076923076923078,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,20,3,1,0.04,0.03222222222222222,0.0011111111111111111,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
1018,org/apache/maven/settings/io/xpp3,org/apache/maven/settings/io/xpp3/SettingsXpp3Reader.java,0,true,23,39,1087,1,12,55,10,2,0.5647581989994441,1332,395,0.29654654654654655,0.2608695652173913,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,29,STYLE,0.17772778402699663,DLS_DEAD_LOCAL_STORE,20,3,2,0.04,0.03222222222222222,0.0022222222222222222,-1.0,0.056962025316455694,0.0025579691899191978,0.07888631090487239,0.48447078656207626,-0.8670886075949367,0.01124859392575928,0.0281214848143982,0.48447078656207626,-1.0,-1.0,0,9160,3012,10178,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,9157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9157,0,open
