F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F7-|,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F12-long,F12-int,F12-BytesRef,F12-NA,F12-boolean,F12-Logger,F12-String[],F12-BytesRefBuilder,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-Token,F12-float,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-UAX29URLEmailTokenizerImpl,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-Map,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-File,F2-HTMLStripCharFilter,F6-java.lang.Exception,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.FileInputStream,F6-java.lang.UnsupportedOperationException,F6-java.lang.IllegalStateException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.solr.search.IntFloatOpenHashMap,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-org.apache.solr.update.FSDataFastInputStream,F6-java.lang.StringBuilder,F6-org.apache.solr.uima.processor.JCasPool,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-getName,F1-toString,F1-length,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-MultiTermQueryWrapperFilter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-bits,F9-request,F9-name,F9-shardName,F9-a,F9-boostedMap,F9-field,F9-map,F9-indexedField,F9-hi,F9-numDeadServersToTry,F9-expirationThresholdMilllis,F9-min,F9-source,F9-NA,F9-cached,F9-cachedAt,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-List,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalReplicator,F8-TernaryTree,F8-CollectionShardAdminRequest,F8-InputWindowToken,F8-IntervalFacet,F8-Correction,F8-MockDirectoryWrapper,F8-SolrCore,F8-CombineSuggestionWrapper,F8-CurrentLevel,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ElevationObj,F8-Frame,F8-JavaUtilRegexMatcher,F8-Block,F8-Req,F8-CompoundToken,F11-term,F11-scorer,F11-propertyValue,F11-NA,F11-collection,F11-log,F11-node,F11-startOffset,F11-failedPings,F11-field,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-_name,F11-clauses,F11-query,F11-state,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
23449,org/apache/solr/util,org/apache/solr/util/NumberUtils.java,2975,true,3,25,1246,1,4,427,1,89,0.8465346534653465,125,44,0.352,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,BAD_PRACTICE,0.02645651562060231,NM_METHOD_NAMING_CONVENTION,19,3,4,0.029737766964044336,0.003784806704514734,0.0010813733441470668,-1.0,0.06382978723404255,0.0014938886373924852,0.15130434782608695,0.3534370427663847,-0.8297872340425532,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-1.0,4,13219,1672,17843,313,0.0,166,88,225,567,0.020157634787349252,168,6,0,174,0,162,0,0.014430569823727113,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,7340,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,11964,25862,7,4631,open
23449,org/apache/solr/util,org/apache/solr/util/NumberUtils.java,2975,true,4,25,1246,1,4,427,1,89,0.37623762376237624,125,44,0.352,0.625,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,BAD_PRACTICE,0.02645651562060231,NM_METHOD_NAMING_CONVENTION,19,3,4,0.029737766964044336,0.003784806704514734,0.0010813733441470668,-1.0,0.06382978723404255,0.0014938886373924852,0.15130434782608695,0.3534370427663847,-0.8297872340425532,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-1.0,9,19344,3261,23968,313,0.0,166,88,225,567,0.020157634787349252,168,6,0,174,0,162,0,0.014430569823727113,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,7340,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,11964,25862,7,4631,open
23449,org/apache/solr/util,org/apache/solr/util/NumberUtils.java,2975,true,9,25,1246,1,4,427,1,89,0.9356435643564357,125,44,0.352,0.5555555555555556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,BAD_PRACTICE,0.02645651562060231,NM_METHOD_NAMING_CONVENTION,19,3,4,0.029737766964044336,0.003784806704514734,0.0010813733441470668,-1.0,0.06382978723404255,0.0014938886373924852,0.15130434782608695,0.3534370427663847,-0.8297872340425532,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-1.0,9,19344,3261,23968,313,0.0,166,88,225,567,0.020157634787349252,168,6,0,174,0,162,0,0.014430569823727113,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,7340,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,11964,25862,7,4631,open
23449,org/apache/solr/util,org/apache/solr/util/NumberUtils.java,2975,true,3,25,1246,1,4,427,1,89,0.40594059405940597,125,44,0.352,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,BAD_PRACTICE,0.02645651562060231,NM_METHOD_NAMING_CONVENTION,19,3,4,0.029737766964044336,0.003784806704514734,0.0010813733441470668,-1.0,0.06382978723404255,0.0014938886373924852,0.15130434782608695,0.3534370427663847,-0.8297872340425532,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-1.0,4,13219,1672,17843,313,0.0,166,88,225,567,0.020157634787349252,168,6,0,174,0,162,0,0.014430569823727113,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,7340,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,11964,25862,7,4631,open
23449,org/apache/solr/util,org/apache/solr/util/NumberUtils.java,2975,true,3,25,1246,1,4,427,1,89,0.9900990099009901,125,44,0.352,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,14,BAD_PRACTICE,0.02645651562060231,NM_METHOD_NAMING_CONVENTION,19,3,4,0.029737766964044336,0.003784806704514734,0.0010813733441470668,-1.0,0.06382978723404255,0.0014938886373924852,0.15130434782608695,0.3534370427663847,-0.8297872340425532,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-1.0,4,13219,1672,17843,313,0.0,166,88,225,567,0.020157634787349252,168,6,0,174,0,162,0,0.014430569823727113,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,7340,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,11964,25862,7,4631,open
8232,org/apache/solr/util,org/apache/solr/util/RandomMergePolicy.java,519,true,0,6,1246,1,2,427,1,89,0.42105263157894735,52,26,0.5,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,MALICIOUS_CODE,0.04418801013228258,MS_SHOULD_BE_FINAL,16,1,0,0.029737766964044336,2.703433360367667E-4,0.0,0.0,0.535031847133758,0.020731064140533086,0.37730870712401055,0.20296725198735363,0.17197452229299362,0.0053475935828877,0.03630734590486912,0.20296725198735363,-0.7272727272727273,1.0,4,3511,502,8135,313,0.0,166,88,225,567,0.020157634787349252,4,10,0,14,0,-6,0,0.034652281165988515,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,1050,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5674,25862,7,4631,close
11507,org/apache/solr/util,org/apache/solr/util/RevertDefaultThreadHandlerRule.java,871,true,0,1,1246,2,9,427,1,89,0.6363636363636364,30,19,0.6333333333333333,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,PERFORMANCE,0.06811145510835913,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.029737766964044336,5.406866720735334E-4,0.0,0.0,0.34710743801652894,0.012590214693896137,0.3391304347826087,0.18702023471943788,-0.17355371900826447,0.0059104981705600905,0.06079369546861807,0.18702023471943788,-0.7272727272727273,-1.0,1,6883,871,11507,313,0.0,166,88,225,567,0.020157634787349252,2,2,0,4,0,0,0,0.016194331983805668,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,5840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10464,25862,7,4631,open
11507,org/apache/solr/util,org/apache/solr/util/RevertDefaultThreadHandlerRule.java,871,true,0,1,1246,2,0,427,1,89,0.8363636363636363,30,19,0.6333333333333333,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,STYLE,0.009006473402758232,UCF_USELESS_CONTROL_FLOW,20,3,1,0.029737766964044336,5.406866720735334E-4,2.703433360367667E-4,-1.0,0.6875,0.004996366279069768,0.41661500309981403,0.6054958125471315,0.40625,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.7272727272727273,-1.0,1,6883,871,11507,313,0.0,166,88,225,567,0.020157634787349252,2,2,0,4,0,0,0,0.016194331983805668,0,9808,0,4067,404,0,14279,5741,0.06876787716197519,5840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10464,25862,7,4631,open
6933,org/apache/solr/util,org/apache/solr/util/SSLTestConfig.java,312,true,0,8,1246,3,2,427,1,89,0.33884297520661155,77,26,0.33766233766233766,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,MALICIOUS_CODE,0.04418801013228258,MS_SHOULD_BE_FINAL,16,1,0,0.029737766964044336,2.703433360367667E-4,0.0,0.0,0.535031847133758,0.020731064140533086,0.37730870712401055,0.20296725198735363,0.17197452229299362,0.0053475935828877,0.03630734590486912,0.20296725198735363,-0.7272727272727273,-1.0,0,418,61,5042,313,6.716255016202965E-5,166,88,225,567,0.020157634787349252,92,8,0,100,2,84,2,0.08217765327317894,4,9808,0,4067,404,0,14279,5741,0.06876787716197519,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,25862,7,4631,open
5720,org/apache/solr/util,org/apache/solr/util/SolrCLI.java,147,true,9,23,1246,13,0,427,2,89,0.27875793930839804,1092,139,0.12728937728937728,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,BAD_PRACTICE,0.01294680551646496,DE_MIGHT_IGNORE,19,3,1,0.029737766964044336,0.002703433360367667,2.703433360367667E-4,-1.0,0.21739130434782608,0.004253308128544424,0.15130434782608695,0.3534370427663847,-0.391304347826087,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-0.2,8,1096,147,5720,313,0.18570076747280925,166,88,225,567,0.020157634787349252,1051,53,192,1296,52,998,177,0.3355985562896883,394,9808,165,4067,404,125,14279,5741,0.06876787716197519,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4631,25862,7,4631,open
5720,org/apache/solr/util,org/apache/solr/util/SolrCLI.java,147,true,70,23,1246,13,6,427,23,89,0.21947776993648554,1092,139,0.12728937728937728,0.42142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,BAD_PRACTICE,0.001125809175344779,DM_EXIT,19,3,1,0.029737766964044336,0.002703433360367667,2.703433360367667E-4,1.0,0.25,0.0046875,0.15130434782608695,0.3534370427663847,-0.25,0.004503236701379116,0.0213903743315508,0.3534370427663847,-0.7272727272727273,-0.2,8,1096,147,5720,313,0.18570076747280925,166,88,225,567,0.020157634787349252,1051,53,192,1296,52,998,177,0.3355985562896883,394,9808,165,4067,404,125,14279,5741,0.06876787716197519,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4631,25862,7,4631,close
5720,org/apache/solr/util,org/apache/solr/util/SolrCLI.java,147,true,33,23,1246,13,0,427,7,89,0.5130557515878617,1092,139,0.12728937728937728,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,STYLE,0.003658879819870532,ICAST_IDIV_CAST_TO_DOUBLE,17,2,2,0.029737766964044336,0.002703433360367667,5.406866720735334E-4,-1.0,0.07692307692307693,0.001651300399064263,0.41661500309981403,0.6054958125471315,-0.6153846153846154,0.025612158739093723,0.1711229946524064,0.6054958125471315,-0.7272727272727273,-0.2,8,1096,147,5720,313,0.18570076747280925,166,88,225,567,0.020157634787349252,1051,53,192,1296,52,998,177,0.3355985562896883,394,9808,165,4067,404,125,14279,5741,0.06876787716197519,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4631,25862,7,4631,open
